visaSubclass,age,english,educationalQualifications,specialEndorsement,financialAssets,businessTurnover,businessInnovationQualifications,overseasSkilledEmployment,australianSkilledEmployment,australianStudyRequirement,specialistEducationQualification,credentialledCommunityLanguage,studyInRegionalAustralia,partnerSkills,professionalYearInAustralia,nomination,businessInnovationStream,investorStream,firstName,lastName
2,6,2,-1,0,,2,4,0,3,1,1,1,0,1,0,0,1,0,Lenna,Seagraves
2,6,-1,2,,-1,0,4,2,2,1,0,0,1,0,0,0,1,,Correy,Abbot
0,3,1,0,1,,-1,-1,2,4,1,1,1,1,0,1,1,,1,Ana,Raseda
4,5,2,1,0,3,1,6,1,1,1,1,1,0,2,1,-1,0,1,Marguerite,Papageno
1,4,0,1,0,2,1,6,3,1,1,0,0,0,1,0,1,-1,1,Reeba,Alabaster
1,3,-1,-1,0,-1,-1,5,0,0,0,0,0,0,0,1,1,0,,Danika,Susannah
2,1,2,3,0,-1,1,4,2,3,1,0,1,1,2,1,-1,-1,0,Nananne,Ader
1,2,2,-1,,2,-1,,3,3,1,0,1,0,2,0,0,0,,Raina,Lewes
0,3,2,1,,1,-1,0,3,0,0,0,1,0,1,0,-1,0,-1,Collen,Aaberg
3,0,1,2,,3,1,0,3,0,1,1,0,1,1,1,1,0,,Melina,Drus
1,6,0,1,1,2,1,,0,4,1,1,1,0,0,0,-1,-1,,Laure,Dudley
1,5,1,-1,1,1,3,3,0,0,1,0,1,0,2,1,-1,0,-1,Vanessa,Read
4,4,-1,3,0,0,0,1,0,3,1,0,1,0,2,0,1,1,0,Julieta,Bahr
3,1,1,3,0,1,-1,4,0,1,1,0,0,0,2,1,1,1,-1,Aigneis,Berne
2,6,-1,1,1,3,3,2,3,4,0,1,1,1,2,0,-1,-1,,Elyssa,Moseley
2,0,1,-1,1,-1,2,1,3,0,1,1,0,1,0,1,0,1,-1,Aimil,Lenny
1,1,2,-1,1,2,0,6,2,2,1,0,1,1,1,1,1,0,,Mignon,Giule
3,1,0,1,0,1,-1,5,2,0,1,1,0,0,2,1,0,-1,1,Christy,Gower
2,2,2,-1,1,1,0,-1,0,1,0,1,1,1,2,0,-1,,0,Jorry,Khorma
3,4,-1,-1,0,3,0,5,3,3,0,0,0,0,0,0,0,1,-1,Constance,Deegan
4,0,1,0,1,-1,0,0,3,0,0,1,1,1,2,1,1,1,-1,Paule,Schalles
2,1,0,0,,-1,2,,3,0,0,0,0,1,0,1,0,1,,Ann-Marie,Virgin
2,1,-1,1,0,1,-1,-1,2,3,0,0,1,1,2,0,1,-1,,Penelopa,Carleen
3,4,2,-1,1,2,2,6,1,0,1,0,0,0,0,1,1,-1,,Coral,Chapland
2,1,2,2,,,1,3,3,4,1,1,1,0,2,0,1,-1,,Zaria,Ariella
4,6,1,2,1,0,-1,,2,4,0,0,1,1,0,0,1,-1,1,Chere,Sinegold
2,6,-1,3,1,1,-1,6,0,4,0,0,1,1,2,0,0,1,,Rori,Douglass
2,3,0,0,,-1,-1,,2,4,1,0,0,0,2,1,1,1,1,Karolina,Vanni
3,2,0,2,1,-1,0,,0,3,1,0,1,0,2,1,-1,0,0,Shannah,Raychel
4,1,1,2,0,2,-1,-1,2,1,0,0,0,1,0,0,-1,,,Aurelie,Sinegold
1,6,2,2,1,0,3,2,3,2,0,0,0,1,0,1,1,1,,Ira,Kazimir
3,5,1,-1,,3,0,4,2,4,1,1,0,0,0,0,1,-1,0,Collen,Sundin
3,2,1,2,1,,,2,1,3,1,0,0,1,1,0,0,,0,Ruthe,Taam
3,4,1,0,,-1,0,2,1,2,1,0,0,0,0,1,1,1,-1,Janeczka,Lory
4,2,1,1,1,1,-1,1,1,2,0,0,0,1,0,0,1,0,,Leanna,Liva
2,3,-1,1,1,-1,,,2,0,1,0,1,1,2,1,0,,-1,Betta,Bartlett
2,4,1,3,1,,1,6,3,1,0,0,0,1,0,0,0,-1,1,Myrtice,Tayib
1,0,0,3,,0,-1,,3,4,1,1,1,1,2,1,-1,-1,0,Betta,Erb
3,4,0,3,1,1,1,1,3,2,1,1,0,0,1,1,0,1,1,Elfreda,Levey
0,2,2,3,0,,-1,-1,1,1,1,1,0,1,2,0,0,,1,Selma,Barbey
1,0,-1,3,,2,2,0,0,2,1,1,0,1,1,0,1,,,Carly,Decato
4,3,-1,0,0,-1,0,4,3,0,1,0,0,0,1,1,1,,-1,Lorne,Palocz
0,4,1,-1,1,-1,,-1,2,3,1,0,1,0,1,1,1,1,,Lyssa,Kevon
1,5,-1,-1,,2,0,6,2,4,1,1,1,1,0,0,1,,1,Emelina,Klemperer
4,5,-1,-1,1,2,3,3,0,2,1,1,0,0,0,1,-1,,,Amara,Dannye
2,4,-1,3,0,3,,1,0,4,1,1,0,0,2,0,1,0,-1,Lily,Angelis
3,1,2,3,,-1,2,5,2,1,1,0,1,1,1,1,0,1,,Kamilah,Stover
2,4,-1,0,,3,1,1,3,2,0,1,0,1,1,1,0,-1,1,Charlena,Deny
2,2,2,3,,-1,3,1,2,1,1,1,1,1,0,0,0,0,0,Dari,Arley
4,2,-1,1,0,1,2,-1,0,3,1,1,1,0,2,0,-1,0,0,Charlena,Richers
0,0,-1,1,1,0,1,4,0,3,0,0,0,1,2,1,1,0,-1,Susette,Grimbly
4,5,1,3,1,-1,0,3,1,0,0,0,1,1,2,1,-1,,,Priscilla,Kristi
3,6,-1,-1,0,2,,,0,4,1,0,0,0,2,1,0,-1,,Cristabel,Miru
0,6,2,0,,0,,0,0,4,0,1,1,1,1,0,1,1,1,Agnese,Reneta
3,1,-1,2,,,2,,0,3,0,1,0,0,2,0,0,-1,0,Merle,Berne
1,1,2,3,1,,3,,3,4,0,0,0,1,1,0,1,1,,Lindie,Harl
3,2,0,-1,,,-1,-1,0,3,0,1,0,0,2,1,-1,0,1,Kore,Georgy
4,3,0,1,0,-1,1,2,0,3,1,1,0,0,0,1,-1,0,-1,Harmonia,Emmaline
1,6,0,3,0,0,,1,3,2,0,0,1,0,0,1,0,1,,Silvana,Stuart
3,4,0,-1,,2,3,4,3,2,0,1,0,0,0,1,0,1,-1,Tarra,Simmonds
0,1,1,0,,2,3,1,1,4,0,1,1,0,1,0,0,1,0,Kamilah,Rocray
4,6,2,2,1,-1,2,0,2,2,1,1,0,1,1,0,0,1,,Edee,Papageno
1,0,0,1,1,3,1,,1,4,1,0,1,0,0,0,0,,,Janenna,Decato
3,5,2,1,0,,-1,3,3,4,1,0,1,0,1,1,1,,0,Corene,Sholley
3,3,-1,1,1,-1,0,6,3,1,1,0,1,0,2,0,1,0,0,Lilith,Percy
0,1,1,-1,1,2,1,-1,2,4,1,1,1,0,2,0,1,-1,,Bobinette,Wu
1,2,2,0,1,,2,2,0,2,1,1,1,1,1,0,0,,1,Florie,Nea
3,6,2,1,1,3,0,3,0,1,0,1,0,0,1,1,1,-1,-1,Renie,Muriel
1,5,-1,2,0,2,-1,3,1,4,1,0,1,0,0,0,0,-1,,Mellicent,Medrek
3,4,1,0,1,0,-1,5,1,4,0,0,0,0,0,0,0,-1,,Genovera,Nerita
3,5,2,1,1,0,1,3,3,0,1,0,0,0,1,1,-1,-1,-1,Daphne,Colp
2,5,0,1,0,2,1,3,0,0,1,0,1,1,0,0,0,,0,Coral,Bebe
0,3,1,3,1,-1,,6,3,2,0,1,0,0,0,1,-1,1,-1,Lolita,Kelula
4,2,1,3,0,1,3,0,3,3,0,1,1,1,0,0,-1,1,0,Merle,Mott
3,1,0,0,,1,-1,6,1,0,1,1,0,0,0,0,1,,0,Tabbatha,Georas
4,4,-1,2,0,3,-1,1,1,2,1,0,0,1,1,0,-1,-1,1,Shirlee,Schroth
2,0,1,-1,1,0,-1,-1,1,0,1,0,0,1,2,1,-1,-1,0,Gwyneth,Herrera
2,4,0,3,0,3,,,0,2,0,1,0,0,1,0,1,0,,Angelique,Janene
4,2,-1,0,0,2,0,6,3,2,0,1,1,0,1,1,-1,0,-1,Mellicent,Baptlsta
4,1,-1,1,0,3,2,0,1,2,0,1,1,1,1,1,1,-1,-1,Ricky,Croix
2,6,-1,0,,0,,3,3,3,1,0,0,1,2,0,0,,-1,Queenie,Anis
4,5,2,3,0,1,2,3,3,1,0,1,1,1,2,0,0,,0,Hollie,Skurnik
3,5,0,3,0,3,1,1,2,0,1,1,1,1,2,1,0,0,1,Cam,Quent
2,3,0,0,,3,-1,0,3,0,0,0,0,1,0,0,1,0,,Quintina,Casimir
4,5,-1,0,,,2,,3,2,0,0,0,1,1,1,1,0,1,Celisse,Delila
0,2,0,3,,2,3,6,0,3,0,1,1,0,1,1,1,,0,Evaleen,Cressida
0,1,0,2,0,-1,2,5,1,4,0,1,1,1,0,1,0,,,Elfreda,Maples
1,1,0,3,,1,3,1,3,2,1,0,0,1,0,0,0,,-1,Susan,Graig
0,3,0,3,,1,,5,2,1,1,0,1,0,0,1,0,,1,Barbi,Kirbee
1,6,1,0,0,1,3,2,3,3,0,1,0,1,1,1,-1,0,1,Aigneis,Saree
2,0,-1,2,0,-1,0,-1,0,0,1,1,0,0,1,0,0,0,,Adore,Serilda
0,6,-1,3,,,1,0,2,3,1,0,1,1,1,1,-1,0,,Tobe,Euridice
0,3,0,1,1,,2,2,3,3,0,0,0,1,0,0,-1,1,1,Alameda,Bahr
0,6,-1,3,,,1,2,1,1,1,0,0,1,0,1,1,0,0,Rosene,Merat
0,0,1,1,1,1,1,4,3,1,1,1,1,1,2,0,-1,1,0,Frank,Malanie
3,5,2,2,1,0,1,2,3,3,1,0,1,0,0,0,1,0,1,Jeanna,Clara
1,3,-1,0,1,0,-1,2,1,3,0,1,0,0,2,0,0,0,,Cacilie,Dermott
0,0,0,2,,-1,,0,0,0,0,0,1,1,2,1,-1,,0,Chandra,Septima
0,4,-1,0,,,1,6,0,4,0,0,0,1,0,1,0,,0,Oona,Wu
4,0,-1,0,,1,,2,3,4,0,0,0,1,1,0,0,-1,,Ann-Marie,Myrilla
4,4,2,3,1,0,2,,1,3,0,1,0,0,0,0,-1,-1,,Netty,Hepsibah
2,1,0,0,1,,-1,1,2,1,1,1,1,1,2,0,-1,,-1,Eugine,Jobi
4,3,-1,-1,,-1,0,2,1,0,1,1,0,0,1,0,0,0,0,Esmeralda,Telfer
1,5,2,0,1,0,,5,3,0,0,0,0,0,0,1,-1,1,,Rosanne,Gino
4,6,2,0,1,-1,0,1,0,0,1,0,1,0,2,0,0,-1,1,Brooks,Allare
1,0,0,-1,,,0,0,2,3,1,0,0,0,1,1,-1,0,-1,Karolina,Hamil
2,1,-1,2,,,1,6,0,4,0,1,0,1,0,0,-1,1,1,Laure,Dawkins
2,5,2,3,0,,3,0,1,4,1,1,1,0,1,1,1,0,,Tressa,Argus
0,1,0,-1,0,-1,-1,,1,1,0,0,0,0,2,1,0,,,Carlie,Clie
2,2,1,0,,0,-1,2,3,3,0,0,0,0,2,1,1,1,1,Daune,Idelia
4,6,-1,0,0,0,2,3,1,4,1,1,1,0,2,1,-1,-1,-1,Lita,Lay
1,1,1,0,0,3,1,0,3,4,0,1,0,1,1,1,0,1,,Ericka,Vins
4,5,2,1,0,2,-1,1,2,0,1,0,0,0,2,0,0,1,,Merry,Naor
0,3,-1,2,1,,2,3,0,4,1,0,0,1,1,0,-1,,-1,Paulita,Vharat
0,4,1,0,,0,2,,1,4,0,1,0,0,1,1,1,1,,Kimmy,Rudolph
2,1,0,-1,1,-1,3,2,3,3,1,1,0,1,0,1,1,1,1,Rayna,Eachern
0,3,2,3,1,,1,2,0,2,1,0,1,0,2,0,1,1,0,Sheree,Alcott
0,5,1,3,0,1,1,4,3,3,1,0,1,1,0,1,1,0,,Anestassia,Tippets
1,5,2,-1,,,,4,2,4,1,1,1,0,2,0,1,-1,0,Carol-Jean,Olnee
0,3,2,-1,,,1,0,3,3,1,0,0,0,0,0,-1,-1,1,Juliane,Love
0,6,-1,2,1,2,-1,5,1,2,0,1,1,1,0,0,0,1,0,Sharai,Goode
3,0,-1,0,0,3,3,0,0,0,1,0,1,0,0,1,1,-1,,Roberta,Stelle
0,0,0,1,1,2,0,-1,2,2,0,0,1,0,1,1,0,-1,-1,Joleen,Lea
4,4,1,2,1,0,1,-1,2,1,1,0,0,0,0,1,-1,,0,Brietta,Beniamino
3,1,1,-1,1,1,2,-1,3,4,0,0,1,1,0,0,1,1,0,Marleah,Azeria
3,5,1,1,1,,1,3,3,0,1,0,0,0,2,0,0,0,-1,Magdalena,Pettiford
2,3,0,1,,2,-1,-1,0,0,1,0,1,1,2,0,1,1,0,Debee,Weinreb
0,4,2,3,0,,-1,2,0,3,0,1,0,1,2,1,1,-1,1,Daryl,Laverne
2,2,1,1,1,0,3,3,2,2,1,1,1,0,1,1,0,-1,1,Rosene,Mullane
2,0,2,3,0,1,1,-1,1,4,1,1,0,1,0,1,-1,1,,Marguerite,Roche
1,3,1,3,1,1,3,-1,2,4,1,1,1,0,2,1,-1,,,Brana,Reinke
0,2,0,2,,-1,2,4,1,3,0,0,0,1,1,1,1,-1,0,Nickie,Cloris
4,6,-1,0,,3,-1,1,1,2,1,0,1,0,1,0,-1,1,-1,Berta,Yoko
3,5,-1,2,,-1,,5,1,1,1,0,0,1,1,1,1,0,-1,Georgetta,Lutero
1,0,2,3,0,2,0,1,0,0,0,0,1,1,2,1,-1,1,-1,Courtnay,Hebner
1,5,2,2,1,2,-1,3,2,4,1,1,0,1,1,0,0,-1,-1,Robinia,Guildroy
0,1,1,0,1,3,0,5,1,3,1,1,1,1,2,0,0,-1,,Raina,Travax
4,3,2,3,,-1,1,0,0,0,0,0,1,1,2,1,-1,0,-1,Sandie,Neils
3,4,0,1,,3,2,2,2,2,0,1,0,1,0,1,-1,0,1,Bee,Ambrosia
1,0,0,3,0,,,4,3,0,0,1,1,0,1,0,1,,-1,Randa,Cressida
4,4,-1,-1,1,0,,2,2,2,0,0,0,0,1,1,-1,0,0,Lexine,Zeeba
1,3,1,-1,0,,1,,1,2,1,1,0,0,0,0,1,1,-1,Karena,Gamaliel
2,4,0,2,,0,-1,,2,1,1,1,1,0,0,0,1,0,1,Juliane,Kimmie
4,3,0,1,,0,-1,-1,0,1,1,1,0,0,2,0,-1,1,1,Marcy,Autrey
4,4,0,2,,0,,0,3,4,1,0,1,1,2,0,1,-1,0,Dode,Ralfston
1,6,-1,0,0,0,,-1,1,0,1,0,0,1,0,0,1,-1,-1,Inga,Dituri
0,6,-1,2,,3,2,3,0,1,1,0,0,1,0,1,1,1,-1,Madelle,Wadell
0,2,2,1,,1,,1,2,4,1,0,1,0,0,1,-1,0,,Fanny,Lowry
0,4,2,1,1,2,2,,0,0,1,1,1,0,2,1,1,1,1,Tamqrah,Elvyn
1,2,2,0,1,0,1,-1,1,2,0,0,1,1,0,1,0,-1,0,Neila,Elisha
0,0,0,1,,2,-1,2,0,2,1,0,0,0,0,1,-1,-1,,Fernande,Johanna
4,5,0,1,0,,0,-1,2,1,1,1,0,0,2,1,0,0,0,Mignon,Saint
4,0,1,3,1,0,3,3,0,3,0,1,0,1,1,1,-1,-1,1,Emelina,Shanley
2,6,2,3,,3,0,4,1,3,1,0,0,1,2,0,0,1,,Kathi,Bow
3,3,2,-1,1,1,-1,2,1,3,0,1,0,1,1,0,0,,0,Nonnah,Huggins
3,2,-1,1,0,1,-1,6,3,0,0,0,0,1,2,0,1,1,0,Cyndie,Thunell
1,4,-1,-1,1,3,2,2,3,3,1,0,1,1,2,0,0,,0,Heddie,Sheedy
2,6,2,-1,0,0,,3,1,3,1,0,1,1,1,0,1,1,,Amelia,Fabiola
2,3,2,1,1,,3,6,1,1,0,0,0,1,0,0,-1,,-1,Deloria,Saree
2,0,2,0,1,2,3,5,2,0,0,1,1,0,0,1,0,0,1,Selia,Delp
0,4,1,3,0,-1,2,0,3,0,1,0,0,1,0,0,1,1,-1,Marcy,Margret
1,4,1,1,,-1,-1,2,3,4,1,0,0,0,2,0,1,,1,Codie,Jacobah
0,1,-1,2,1,0,2,3,1,3,1,0,1,0,1,1,1,-1,-1,Sidoney,Podvin
4,5,1,3,0,-1,1,1,3,3,1,1,1,1,1,0,1,0,,Janey,Earlie
3,5,-1,-1,,2,,4,2,4,0,1,1,0,2,0,-1,1,,Dione,Selway
0,2,2,1,,0,3,3,2,1,0,0,0,1,0,1,0,,1,Hyacinthe,Hazlett
1,4,0,-1,1,0,0,4,1,3,1,0,0,1,0,0,-1,-1,,Madelle,Posner
4,1,0,0,0,-1,,-1,0,4,0,1,0,0,0,1,1,,-1,Shaylyn,Yam
3,5,-1,0,0,3,3,5,2,0,0,1,0,1,2,0,-1,0,,Bobbi,Isacco
1,4,0,3,1,2,1,4,1,0,0,0,0,1,1,0,-1,-1,,Corry,Junie
2,6,0,0,0,3,,-1,0,1,0,1,1,1,2,0,-1,1,0,Chastity,Ade
2,6,2,2,0,,0,6,3,1,1,1,1,0,0,1,-1,1,-1,Kate,Lucienne
2,5,2,1,0,2,-1,1,3,2,1,1,1,1,2,1,0,0,,Quintina,Rad
4,0,-1,2,1,1,,,1,4,0,0,0,0,0,1,1,1,-1,Mignon,Nunci
3,1,1,0,,2,1,6,0,2,1,0,1,0,2,1,1,1,,Angelique,Hubert
3,3,0,3,0,0,-1,0,2,1,0,1,0,1,1,1,-1,1,-1,Lyssa,Mike
4,6,1,2,0,2,2,-1,2,0,1,1,1,1,2,0,-1,1,1,Theodora,Wilona
0,2,0,3,1,0,-1,6,0,0,0,0,1,1,1,1,0,,,Annaliese,Voletta
1,0,2,-1,1,-1,1,,0,3,0,1,1,0,1,1,1,0,,Shel,Toffic
2,2,0,2,,0,,4,3,0,1,1,0,0,0,0,0,,1,Melina,Longfellow
0,0,2,0,0,3,,6,0,2,1,0,0,0,2,1,-1,,0,Dione,Ax
3,4,2,-1,,3,-1,3,0,4,0,1,1,1,0,0,0,,1,Keelia,Lay
0,2,2,1,1,-1,3,0,1,0,0,0,1,0,1,1,1,-1,,Antonietta,Ax
1,4,-1,3,,-1,2,5,1,1,0,0,0,1,0,0,0,-1,0,Roxane,Teryn
2,6,1,3,0,,,4,1,3,1,0,0,1,0,0,1,,-1,Chandra,Gerge
0,2,2,1,1,3,0,2,2,3,0,0,0,0,2,1,1,1,1,Philis,Saunderson
3,6,1,3,0,3,1,4,2,3,0,0,1,0,1,0,0,-1,1,Janey,Waldron
1,0,2,3,1,3,0,4,0,4,0,0,1,1,0,1,1,,0,Starla,Juliet
3,5,1,-1,1,1,1,2,1,3,0,0,0,1,1,0,1,1,-1,Catrina,Shuler
1,5,-1,0,0,-1,1,-1,3,0,1,0,0,0,2,0,-1,,1,Tatiania,Weitman
0,4,-1,0,1,-1,2,2,1,1,1,0,0,1,2,0,-1,,-1,Diena,Rozanna
1,3,1,2,0,3,,,1,0,1,1,1,0,1,0,0,,1,Roz,Hachmin
1,4,0,3,0,3,,5,1,2,1,1,0,0,2,1,1,1,,Mireielle,Khorma
2,4,-1,0,,-1,,1,3,3,1,0,0,0,0,1,-1,1,,Stephanie,Means
2,1,2,0,1,-1,-1,2,2,2,0,1,0,0,1,1,1,,0,Latisha,Amadas
0,2,0,1,0,1,2,5,0,2,0,1,1,1,2,1,1,0,-1,Sheelagh,Shelba
3,0,-1,3,1,2,1,2,1,3,0,1,0,0,2,1,-1,1,-1,Tonia,Kimmie
3,0,-1,1,,-1,-1,-1,1,4,0,1,1,1,0,1,0,,1,Katharina,Kiersten
4,0,-1,1,,,-1,3,2,3,1,1,1,1,2,1,0,0,-1,Esmeralda,Ackerley
3,5,1,1,,2,3,0,1,0,0,0,1,0,0,1,1,,,Dianemarie,Shuler
3,1,2,0,,2,0,0,1,1,1,0,0,1,0,0,1,,1,Dyann,Read
4,4,2,2,1,3,2,1,0,4,0,0,0,0,1,1,-1,,,Gertrud,Wind
3,3,-1,2,,-1,2,3,3,1,0,1,1,1,2,0,0,-1,0,Margette,Crudden
1,6,-1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,,0,Correy,Pozzy
2,3,2,-1,1,2,,0,3,4,0,0,1,0,0,1,-1,0,0,Barbi,Elsinore
0,0,-1,0,0,1,2,3,2,3,1,1,1,0,2,0,1,-1,,Beth,Matthew
2,0,1,-1,1,,-1,6,0,1,0,1,1,1,0,0,-1,-1,,Renae,Minetta
2,1,2,-1,1,2,3,0,2,4,0,1,1,0,0,0,1,1,,Mariele,Lorain
0,3,0,2,,,-1,6,2,3,1,0,1,1,2,1,1,,1,Cordi,Pelagias
3,1,2,1,0,0,2,1,2,3,0,1,0,1,1,1,0,1,1,Sissy,Saunderson
3,1,1,2,0,,2,-1,1,3,1,1,1,1,0,1,1,-1,,Dorthy,Stefa
4,5,0,3,1,2,2,1,2,4,0,0,1,1,0,1,1,0,1,Gwyneth,Iphlgenia
2,5,2,-1,1,-1,-1,1,1,2,0,1,0,1,2,1,-1,1,,Malina,Lorain
2,0,-1,0,0,2,0,,0,3,0,0,1,0,2,1,1,-1,1,Trixi,Hewitt
0,1,1,0,1,1,0,1,1,2,1,1,0,1,2,1,-1,1,1,Aili,Toor
4,5,1,0,1,-1,,4,0,2,0,0,1,0,1,1,0,,0,Jessy,Honoria
3,2,-1,1,1,-1,,1,3,3,1,0,1,1,2,0,0,,,Chastity,Tannie
1,3,-1,1,0,0,3,2,1,0,0,0,0,0,1,0,1,1,,Hope,Ardeha
3,4,1,-1,1,2,,2,2,3,1,1,0,0,1,1,1,,1,Susette,Sekofski
2,1,-1,1,1,2,2,4,1,3,0,1,0,0,1,1,0,0,-1,Kellen,Fabiola
0,2,1,0,0,3,3,0,2,2,1,0,1,0,2,0,-1,-1,1,Keelia,Viddah
0,0,2,0,,,-1,-1,0,1,0,1,1,0,2,1,0,-1,1,Christian,Jess
2,3,-1,-1,0,1,0,5,3,0,1,1,1,0,2,0,0,0,,Renae,Schalles
4,6,0,-1,0,0,0,6,3,0,0,1,0,1,1,0,0,1,0,Aryn,Chesna
2,5,0,-1,0,2,-1,1,1,2,1,0,1,0,1,0,0,1,0,Kaja,Sholley
3,0,1,2,0,0,2,2,3,2,0,0,1,1,0,1,1,,-1,Charlena,Japeth
0,4,1,2,1,-1,1,2,1,3,0,0,1,0,2,1,-1,0,1,Natka,Ledah
3,6,-1,0,1,,-1,4,1,4,1,1,1,0,1,1,-1,,,Lily,Thornburg
4,4,-1,-1,0,-1,-1,1,1,0,0,1,0,1,2,0,1,1,,Grier,Etom
1,0,2,3,1,-1,3,6,1,4,0,0,1,1,1,0,0,,0,Kassey,Stephie
3,1,2,-1,,3,-1,4,0,2,0,0,0,1,0,0,1,0,,Darlleen,Atonsah
0,1,-1,0,0,1,,0,0,2,0,1,1,1,0,1,-1,,0,Joleen,Natica
4,1,1,2,1,2,3,3,2,1,1,0,0,1,0,0,0,0,0,Helsa,Bertold
3,1,1,0,0,0,2,3,2,1,1,0,0,0,2,1,1,0,0,Vonny,Rubie
4,1,0,1,,2,2,6,3,3,0,0,0,1,1,0,-1,0,1,Therine,Atcliffe
4,6,-1,0,,-1,0,2,3,2,0,0,1,0,0,1,0,1,0,Lindie,Vanni
1,5,1,2,0,,,5,0,2,1,1,1,1,1,0,0,0,1,Amii,Cornelia
4,3,2,3,0,3,-1,1,2,3,0,0,0,1,1,1,-1,1,-1,Carly,August
2,6,-1,-1,0,1,1,,3,3,0,1,0,1,0,1,-1,-1,1,Libbie,Lipson
1,5,-1,1,1,,1,1,1,3,0,1,0,0,1,1,0,0,,Aurelie,Libna
4,2,0,-1,1,3,,0,2,3,0,1,0,1,1,1,-1,,-1,Jaime,Yoko
3,3,0,3,0,-1,1,3,2,4,1,0,0,0,0,0,0,-1,,Desirae,Norrie
4,1,0,2,,3,,,2,1,1,1,0,0,1,0,-1,0,0,Ezmeralda,Demitria
3,2,2,2,0,0,3,,3,0,0,0,0,1,2,0,-1,,,Aeriela,Mayeda
0,5,-1,2,1,-1,3,1,0,0,0,0,0,0,1,0,1,-1,-1,Dale,Douglass
3,5,0,-1,0,3,-1,1,2,1,1,1,0,1,0,1,-1,0,1,Deane,Borrell
2,4,-1,2,0,0,,2,2,1,1,0,0,1,2,0,1,0,1,Dorthy,Dreda
4,2,0,3,0,1,-1,0,1,4,1,1,1,1,1,1,-1,,-1,Lolita,Vins
4,3,1,-1,0,2,2,0,2,0,1,0,0,0,2,0,1,0,-1,Darlleen,Wyn
3,1,0,-1,,-1,-1,1,3,1,0,1,0,1,2,0,1,1,,Gui,Montgomery
3,4,0,2,1,2,1,4,0,3,0,1,0,0,0,1,1,0,,Olivette,Bronk
3,0,-1,-1,,2,,4,2,3,1,1,1,0,2,0,0,-1,-1,Dotty,Riva
2,6,-1,-1,,1,3,3,0,0,0,0,0,1,1,1,0,,,Binny,Vary
4,2,-1,2,,,2,4,1,3,1,0,0,0,2,1,0,,-1,Gusty,Astra
0,0,-1,0,0,3,0,4,2,1,1,0,0,1,1,0,1,-1,0,Dianemarie,Standing
0,0,2,-1,1,3,0,4,0,0,1,0,0,1,0,0,-1,-1,0,Chere,Tristram
0,5,-1,3,0,0,1,6,2,1,0,0,1,0,1,0,1,1,-1,Gabi,Francyne
2,0,2,1,0,-1,1,5,0,3,1,0,1,1,1,0,-1,-1,,Libbie,Brandice
0,1,0,0,0,0,,0,2,2,0,1,0,0,1,1,1,0,0,Larine,Lane
4,2,-1,2,1,1,,3,0,0,0,0,0,0,2,0,1,,,Fredericka,Millda
0,0,2,2,1,-1,,0,2,1,1,0,0,1,0,0,-1,0,,Lulita,Jillane
3,5,1,-1,,0,1,4,2,3,0,0,1,1,2,0,-1,0,,Shirlee,Dimitris
1,6,1,-1,1,0,,3,2,1,0,1,1,1,1,0,1,0,,Lolita,Franza
3,2,0,-1,,3,2,1,2,1,0,0,1,1,0,1,-1,,,Shannah,Faro
1,5,1,1,0,1,0,,3,0,0,0,1,1,0,1,0,,-1,Aaren,Reneta
2,6,2,0,0,3,0,,1,0,0,0,1,0,2,1,1,,1,Corry,Nester
2,6,1,3,,3,2,,2,1,0,0,1,0,2,0,0,1,,Gerianna,Madaih
3,3,1,1,1,-1,-1,2,0,3,0,1,1,0,1,1,1,1,-1,Sharlene,Leopold
3,1,-1,-1,0,1,1,3,2,3,1,1,1,0,0,1,-1,0,0,Fernande,Clywd
1,1,1,3,,,-1,,2,3,1,0,0,0,1,1,0,0,-1,Eadie,Beebe
3,0,0,0,,1,0,3,0,4,0,1,1,1,0,1,0,,-1,Marti,Strephon
3,5,0,2,,2,1,1,1,2,0,0,0,1,1,1,1,1,-1,Lelah,Berl
0,2,2,3,1,-1,,0,1,3,1,1,1,0,0,1,1,0,0,Marita,Darrell
1,3,-1,2,,-1,2,0,1,4,1,1,1,1,0,1,1,0,-1,Kirbee,Narton
3,4,-1,2,1,0,0,5,0,2,1,0,1,0,0,1,0,-1,0,Kate,Edvard
4,1,2,0,1,1,2,6,2,0,0,1,0,0,0,0,-1,0,,Alexine,Hedve
2,6,0,2,0,1,-1,2,2,4,1,0,1,0,2,0,0,1,0,Tiffie,Raimondo
3,2,-1,-1,0,,1,0,3,2,1,0,1,0,1,1,0,-1,0,Belva,Saree
1,0,0,3,0,1,1,,1,2,1,0,1,0,1,0,0,,-1,Angela,Kravits
0,5,2,-1,,-1,1,1,3,2,1,1,1,0,1,0,-1,-1,1,Ginnie,Naashom
1,5,2,3,1,,2,4,0,3,1,0,0,0,2,1,-1,-1,-1,Perry,Presber
0,1,0,2,,1,2,2,1,3,0,1,1,0,2,1,0,-1,0,Nananne,Argus
0,5,0,-1,,3,2,-1,1,4,0,1,1,0,0,1,0,1,-1,Kellen,Duwalt
4,0,2,1,,2,,2,2,3,0,0,0,1,0,0,0,-1,-1,Aeriela,Meli
3,4,-1,-1,0,-1,-1,,3,1,0,0,1,1,2,0,1,,0,Ermengarde,Allina
